,property,prop_type,price,location,proj_link,link,agency,Availability,Livable surface,Lift,Number of bedrooms,Renovation year,Living room,Fitted kitchen,Separate kitchen,Shower rooms,Terrace,Garden,Closed parking space,Basement,Laundry,Energy class,Thermal insulation class,Property's floor,Shower room,Restroom,Bathroom,Balcony,Gas heating,Solar panels,Open kitchen,Bathooms,Open parking space,Land,Pump heating,Year of construction,Number of rooms,Acces for mobility-impared people,Monthly charges,Pets accepted,Renovated,Fireplace,Fuel heating,Attic,Parquet,Wine cellar,Swimming pool,Convertible attic,Converted attic,Sauna,Geothermal heating,Electric heating,Social housing,Total floors,Indoor parking space(s),Rent,Security deposit,Furnished,Type of mandate,Life annuity sale,Assisted living facilities,status
7662,Duplex 2 bedrooms in Bettembourg,Duplex,799000 ,Niederdonven,https://www.athome.lu/en/buy/apartment/bettembourg/id-7735592.html,https://www.athome.lu/en/buy/apartment/bettembourg/id-7735592.html,LUX-JB-IMMO,Immediate,121.0,Yes,2,,Yes,Yes,Yes,,Yes,,1,Yes,Yes,F,E,1,,1,,,Yes,,,,,,,2000,,,215 €,,,,,,,,,,,,,,,,,,,,,,,newly_added_200
7663,Apartment 2 bedrooms in Esch-sur-Alzette,Apartment,528000 ,Ehnen,https://www.athome.lu/en/buy/apartment/esch-sur-alzette/id-7735514.html,https://www.athome.lu/en/buy/apartment/esch-sur-alzette/id-7735514.html,Collini Welter Immobilière Sàrl,à convenir,75.0,Yes,2,,Yes,Yes,Yes,,,,,Yes,Yes,NC,NC,4,1,,,Yes,Yes,,,,,,,1972,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,newly_added_200
7664,Building land in Niederanven,Building,1520000 ,Wasserbillig,https://www.athome.lu/en/buy/ground/niederanven/id-7735461.html,https://www.athome.lu/en/buy/ground/niederanven/id-7735461.html,MKA Malou KNAFF Sàrl,,,,,2019,,,,,,,,,,,,,,,,,,,,,,8.44 ares,,,,,,,,,,,,,,,,,,,,,,,,,,,,newly_added_200
7665,House 3 bedrooms in Biwer,House,895000 ,Colmar-Berg,https://www.athome.lu/en/buy/house/biwer/id-7697948.html,https://www.athome.lu/en/buy/house/biwer/id-7697948.html,M2 S.A.,,140.0,,3,,Yes,Yes,,,,,2,,,NC,NC,,,,,,,,,2,Yes,4 ares,,,,,,,,,,,,,,,,,,,,,,,,,,,,newly_added_200
7666,House 3 bedrooms in Niederdonven,House,1150000 ,Grevenmacher,https://www.athome.lu/en/buy/house/niederdonven/id-7693377.html,https://www.athome.lu/en/buy/house/niederdonven/id-7693377.html,M2 S.A.,,184.0,,3,2012,Yes,,Yes,,,,2,,,NC,NC,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,newly_added_200
7667,House in Ehnen,House,2900000 ,Ehnen,https://www.athome.lu/en/buy/house/ehnen/id-7696058.html,https://www.athome.lu/en/buy/house/ehnen/id-7696058.html,M2 S.A.,,400.0,,,2012,,,,,,,6,,,NC,NC,,,,,,,,,,20,,,2000,,,,,,,,,,,,,,,,,,,,,,,,,,newly_added_200
7668,Apartment 2 bedrooms in Wasserbillig,Apartment,590000 ,Colmar-Berg,https://www.athome.lu/en/buy/apartment/wasserbillig/id-7693128.html,https://www.athome.lu/en/buy/apartment/wasserbillig/id-7693128.html,M2 S.A.,,101.0,,2,2012,Yes,Yes,,,,,,Yes,,NC,NC,,,,1,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,newly_added_200
7669,House 4 bedrooms in Colmar-Berg,House,1500000 ,Mertert,https://www.athome.lu/en/buy/house/colmar-berg/id-7629655.html,https://www.athome.lu/en/buy/house/colmar-berg/id-7629655.html,M2 S.A.,Libre,165.0,,4,2019,Yes,Yes,,,,,1,Yes,,NC,NC,,,,1,Yes,,,,,Yes,5.79 ares,,1954,,,,,,,Yes,,,,,,,,,,,,,,,,,,,newly_added_200
7670,Apartment 2 bedrooms in Grevenmacher,Apartment,640000 ,Biwer,https://www.athome.lu/en/buy/apartment/grevenmacher/id-7685395.html,https://www.athome.lu/en/buy/apartment/grevenmacher/id-7685395.html,M2 S.A.,,88.17,,2,2015,Yes,Yes,,,,,,Yes,,NC,NC,999,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,newly_added_200
7671,House 4 bedrooms in Mertert,House,1190000 ,Grevenmacher,https://www.athome.lu/en/buy/house/mertert/id-7672333.html,https://www.athome.lu/en/buy/house/mertert/id-7672333.html,M2 S.A.,À convenir,165.0,,4,2022,Yes,Yes,,,Yes,Yes,2,Yes,,E,E,,,,1,,,,,,2,5.83 ares,,2000,,,,,,,,,,,,,,,,,,,,,,,,,,newly_added_200
7672,House 4 bedrooms in Colmar-Berg,House,1500000 ,Oetrange,https://www.athome.lu/en/buy/house/colmar-berg/id-7648411.html,https://www.athome.lu/en/buy/house/colmar-berg/id-7648411.html,M2 S.A.,Libre,165.0,,4,,Yes,Yes,,,,,1,Yes,,NC,NC,,,,1,Yes,Yes,,,,Yes,5.79 ares,,1954,,,,,,,,,,,,,,,,,,,,,,,,,,newly_added_200
7674,House 4 bedrooms in Grevenmacher,House,1850000 ,Strassen,https://www.athome.lu/en/buy/house/grevenmacher/id-7706078.html,https://www.athome.lu/en/buy/house/grevenmacher/id-7706078.html,M2 S.A.,Libre,215.0,,4,,Yes,Yes,,,Yes,Yes,2,Yes,,NC,NC,,,,,,,,,2,Yes,22 ares,,,,,,,,Yes,,,,,,,,Yes,,,,,,,,,,,,newly_added_200
7675,Duplex 3 bedrooms in Luxembourg-Cessange,Duplex,700000 ,Canach,https://www.athome.lu/en/buy/apartment/luxembourg/id-7735433.html,https://www.athome.lu/en/buy/apartment/luxembourg/id-7735433.html,SOS IMMO,,73.0,,3,2019,,,,,,,,,Yes,NC,NC,2,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,newly_added_200
7676,Apartment 2 bedrooms in Oetrange,Apartment,635000 ,Schifflange,https://www.athome.lu/en/buy/apartment/oetrange/id-7640678.html,https://www.athome.lu/en/buy/apartment/oetrange/id-7640678.html,IMMOBILIERE LYDIA DE MARCO S.A.R.L.,31/12/2022,68.0,Yes,2,2019,Yes,Yes,,,,,1,,,F,F,3,,,,,Yes,,,,,,,1975,,,250 €,Yes,Yes,,,,,,,,,,,,,,,,,,,,,newly_added_200
7677,Apartment 2 bedrooms in Schouweiler,Apartment,935000 ,Leudelange,https://www.athome.lu/en/buy/apartment/schouweiler/id-7664215.html,https://www.athome.lu/en/buy/apartment/schouweiler/id-7664215.html,IMMOBILIERE LYDIA DE MARCO S.A.R.L.,01 juin 2023,107.0,Yes,2,2015,40 m²,Yes,Yes,,,,1,Yes,Yes,E,E,1,1,1,,11.5 m²,Yes,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,newly_added_200
7678,Apartment 1 bedroom in Strassen,Apartment,735000 ,Luxembourg-Merl,https://www.athome.lu/en/buy/apartment/strassen/id-7653125.html,https://www.athome.lu/en/buy/apartment/strassen/id-7653125.html,IMMOBILIERE LYDIA DE MARCO S.A.R.L.,Immediate,55.38,Yes,1,,Yes,Yes,,,16 m²,Yes,1,Yes,Yes,A,A,0,1,1,,,,,Yes,,,,,2019,,,218 €,Yes,,,,,,,,,,,,,,,,,,,,,,newly_added_200
7679,Semi-detached house 6 bedrooms in Canach,Semi-detached,1635000 ,Bettborn,https://www.athome.lu/en/buy/house/canach/id-7681714.html,https://www.athome.lu/en/buy/house/canach/id-7681714.html,IMMOBILIERE LYDIA DE MARCO S.A.R.L.,To be agreed,300.0,,6,2022,Yes,Yes,,2,Yes,Yes,1,Yes,Yes,NC,NC,,,1,1,,,,,,2,4.66 ares,,,,,,Yes,Yes,,Yes,,Yes,,,,Yes,,,,,,,,,,,,,newly_added_200
7680,Apartment 2 bedrooms in Schifflange,Apartment,750000 ,Cap,https://www.athome.lu/en/buy/apartment/schifflange/id-7539730.html,https://www.athome.lu/en/buy/apartment/schifflange/id-7539730.html,IMMOBILIERE LYDIA DE MARCO S.A.R.L.,To be agreed,88.0,Yes,2,2012,36 m²,Yes,,,,,1,Yes,Yes,B,B,2,,1,1,8 m²,Yes,,Yes,,,,,2016,,,250 €,Yes,Yes,,,,Yes,,,,,,,,,,,,,,,,,newly_added_200
7681,Detached house 7 bedrooms in Leudelange,Detached,1420000 ,Strassen,https://www.athome.lu/en/buy/house/leudelange/id-7705947.html,https://www.athome.lu/en/buy/house/leudelange/id-7705947.html,IMMOBILIERE LYDIA DE MARCO S.A.R.L.,,297.0,,7,,32 m²,Yes,Yes,2,,Yes,2,Yes,Yes,NC,NC,,,1,,,,,,,1,6.33 ares,,1970,,,,Yes,,Yes,Yes,Yes,,,,,Yes,,,,,,,,,,,,,newly_added_200
7682,Apartment 2 bedrooms in Luxembourg-Merl,Apartment,925000 ,Mamer,https://www.athome.lu/en/buy/apartment/luxembourg/id-7473738.html,https://www.athome.lu/en/buy/apartment/luxembourg/id-7473738.html,IMMOBILIERE LYDIA DE MARCO S.A.R.L.,Immediate,82.0,Yes,2,2015,Yes,Yes,Yes,,5 m²,,1,,,E,E,,1,1,,5 m²,Yes,,,,,,,2008,,,330 €,Yes,Yes,,,Yes,Yes,,,,,,,,,,,,,,,,,newly_added_200
7683,Townhouse 4 bedrooms in Bettborn,Townhouse,1963000 ,Luxembourg-Merl,https://www.athome.lu/en/buy/house/bettborn/id-7616315.html,https://www.athome.lu/en/buy/house/bettborn/id-7616315.html,IMMOBILIERE LYDIA DE MARCO S.A.R.L.,To be agreed,428.0,,4,,Yes,,,,,Yes,2,Yes,Yes,I,I,,,1,1,,,,Yes,,,36.83 ares,,,,,,Yes,,,,Yes,,Yes,,Yes,,,,Yes,,,,,,,,,,newly_added_200
7684,Apartment 2 bedrooms in Cap,Apartment,845000 ,Schifflange,https://www.athome.lu/en/buy/apartment/cap/id-7262042.html,https://www.athome.lu/en/buy/apartment/cap/id-7262042.html,IMMOBILIERE LYDIA DE MARCO S.A.R.L.,To be agreed,78.0,Yes,2,2015,Yes,Yes,,,16 m²,Yes,1,Yes,Yes,B,B,0,1,2,,,Yes,,Yes,,1,12.86 ares,Yes,2018,,,287 €,Yes,Yes,,,,Yes,,,,,,,,,,,,,,,,,newly_added_200
7685,Apartment 1 bedroom in Strassen,Apartment,735000 ,Leudelange,https://www.athome.lu/en/buy/apartment/strassen/id-7682802.html,https://www.athome.lu/en/buy/apartment/strassen/id-7682802.html,IMMOBILIERE LYDIA DE MARCO S.A.R.L.,Immediate,55.38,Yes,1,,Yes,Yes,,,16 m²,Yes,1,Yes,Yes,A,A,0,1,1,,,,,Yes,,,,Yes,2019,,,218 €,Yes,Yes,,,,,,,,,,,,,,,,,,,,,newly_added_200
7687,Apartment 1 bedroom in Luxembourg-Merl,Apartment,645000 ,Dudelange,https://www.athome.lu/en/buy/apartment/luxembourg/id-7705251.html,https://www.athome.lu/en/buy/apartment/luxembourg/id-7705251.html,IMMOBILIERE LYDIA DE MARCO S.A.R.L.,Immediate,60.0,,1,2019,Yes,Yes,Yes,,,22 m²,,Yes,Yes,G,H,1,1,1,,5 m²,Yes,,,,,,,1961,,,200 €,Yes,Yes,,,,Yes,,,,,,,,,,,,,,,,,newly_added_200
7688,Duplex 3 bedrooms in Schifflange,Duplex,890000 ,Bourglinster,https://www.athome.lu/en/buy/apartment/schifflange/id-7707625.html,https://www.athome.lu/en/buy/apartment/schifflange/id-7707625.html,IMMOBILIERE LYDIA DE MARCO S.A.R.L.,Immediate,135.0,,3,2020,34 m²,Yes,,,8 m²,Yes,1,Yes,Yes,E,E,2,1,1,1,,Yes,,Yes,,1,,,,,,240 €,Yes,Yes,,,,,,,,,,,,,,,,,,,,,newly_added_200
7689,Duplex 3 bedrooms in Leudelange,Duplex,1390000 ,Bascharage,https://www.athome.lu/en/buy/apartment/leudelange/id-7735413.html,https://www.athome.lu/en/buy/apartment/leudelange/id-7735413.html,HESTIA GROUP Coldwell Banker,,216.0,,3,2014,Yes,Yes,,,Yes,,1,Yes,Yes,F,G,,,1,,Yes,Yes,,Yes,2,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,newly_added_200
7690,Apartment 3 bedrooms in Luxembourg-Eich,Apartment,1195000 ,Beaufort,https://www.athome.lu/en/buy/apartment/luxembourg/id-7735392.html,https://www.athome.lu/en/buy/apartment/luxembourg/id-7735392.html,Immo Nordstrooss Sarl,à convenir,116.0,,3,2012,Yes,Yes,Yes,,40 m²,,,Yes,Yes,NC,NC,,1,1,1,10 m²,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,newly_added_200
7691,House 7 bedrooms in Dudelange,House,1230000 ,Beaufort,https://www.athome.lu/en/buy/house/dudelange/id-7735339.html,https://www.athome.lu/en/buy/house/dudelange/id-7735339.html,Foster Immobilier,Loué,178.0,,7,2011,22.67 m²,,,,24 m²,,1,,,E,E,,,,,,Yes,,,3,2,,,2012,9,,,,,,,,,,,,,,,,,,,,,,,,,newly_added_200
7692,Building land in Bourglinster,Building,840000 ,Beaufort,https://www.athome.lu/en/buy/ground/bourglinster/id-7735331.html,https://www.athome.lu/en/buy/ground/bourglinster/id-7735331.html,Immo Nordstrooss Sarl,,,,,,,,,,,,,,,,,,,,,,,,,,,4 ares,,,,,,,,,,,,,,,,,,,,,,,,,,,,newly_added_200
7693,House 2 bedrooms in Bascharage,House,895000 ,Bertrange,https://www.athome.lu/en/buy/house/bascharage/id-7735326.html,https://www.athome.lu/en/buy/house/bascharage/id-7735326.html,ADVISUM S.à.r.l,À convenir,95.0,,2,,Yes,Yes,,,Yes,Yes,1,Yes,Yes,NC,NC,,1,,,,,,,,2,3.06 ares,,,14,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,newly_added_200
7694,Apartment in Beaufort,Apartment,854777 ,Schifflange,https://www.athome.lu/en/buy/apartment/beaufort/id-7735318.html,https://www.athome.lu/en/buy/apartment/beaufort/id-7735318.html,Ultimmo Immo,,104.4,Yes,,2015,,,,,32.4 m²,,,,,NC,NC,1,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,newly_added_200
7695,Apartment in Beaufort,Apartment,588512 ,Dudelange,https://www.athome.lu/en/buy/apartment/beaufort/id-7735317.html,https://www.athome.lu/en/buy/apartment/beaufort/id-7735317.html,Ultimmo Immo,,68.3,Yes,,2019,,,,,6.6 m²,,,,,NC,NC,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,newly_added_200
7696,Apartment in Beaufort,Apartment,581669 ,Schieren,https://www.athome.lu/en/buy/apartment/beaufort/id-7735316.html,https://www.athome.lu/en/buy/apartment/beaufort/id-7735316.html,Ultimmo Immo,,67.4,Yes,,2016,,,,,6.6 m²,,,,,NC,NC,,,,,,,,,,,,Yes,,2,,,,,,,,,,,,,,,,,,,,,,,,,newly_added_200
7697,Apartment 2 bedrooms in Bertrange,Apartment,950000 ,Berchem,https://www.athome.lu/en/buy/apartment/bertrange/id-7735313.html,https://www.athome.lu/en/buy/apartment/bertrange/id-7735313.html,Immo Nordstrooss Sarl,immédiate,94.0,Yes,2,2015,Yes,Yes,Yes,,32 m²,,1,Yes,Yes,NC,NC,,,1,1,,,,,,,,,2003,,,,,,,,,,,,,,,,,,,,,,,,,,newly_added_200
7698,Terraced 3 bedrooms in Schifflange,Terraced,820000 ,Heiderscheid,https://www.athome.lu/en/buy/house/schifflange/id-7735310.html,https://www.athome.lu/en/buy/house/schifflange/id-7735310.html,Real G immo Partners,à convenir,130.0,,3,,Yes,Yes,Yes,,Yes,Yes,,Yes,,NC,NC,,1,,,,Yes,,,,1,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,newly_added_200
7699,Apartment 5 bedrooms in Dudelange,Apartment,895000 ,Bourglinster,https://www.athome.lu/en/buy/apartment/dudelange/id-7735303.html,https://www.athome.lu/en/buy/apartment/dudelange/id-7735303.html,Foster Immobilier,,230.0,,5,2012,Yes,,Yes,,26 m²,,1,,Yes,NC,NC,1,,,,,Yes,,,2,Yes,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,newly_added_200
7700,House 4 bedrooms in Schieren,House,1080000 ,Simmerfarm,https://www.athome.lu/en/buy/house/schieren/id-7735299.html,https://www.athome.lu/en/buy/house/schieren/id-7735299.html,Immo Nordstrooss Sarl,à convenir,245.0,,4,2015,Yes,Yes,Yes,2,,Yes,1,Yes,Yes,NC,NC,,,1,1,,,,,,1,1.38 ares,,,,,,,Yes,,,Yes,,,,,,,,,,,,,,,,,,newly_added_200
7701,Apartment 2 bedrooms in Berchem,Apartment,785000 ,Luxembourg-Beggen,https://www.athome.lu/en/buy/apartment/berchem/id-7735296.html,https://www.athome.lu/en/buy/apartment/berchem/id-7735296.html,MP Partners,01/02/2023,85.0,Yes,2,,Yes,,Yes,,,,1,,Yes,E,E,,1,,,,Yes,,,,Yes,,,2012,6,,,,,,,,,,,,,,,,,,,,,,,,,newly_added_200
7702,House 5 bedrooms in Heiderscheid,House,1050000 ,Luxembourg-Gare,https://www.athome.lu/en/buy/house/heiderscheid/id-7735294.html,https://www.athome.lu/en/buy/house/heiderscheid/id-7735294.html,Immo Nordstrooss Sarl,à convenir,145.0,,5,2022,Yes,Yes,Yes,2,Yes,Yes,1,Yes,Yes,F,F,,,1,1,,,,,,1,5.52 ares,,2000,,,,,,,,,,,,,,,,,,,,,,,,,,newly_added_200
7703,House 3 bedrooms in Bourglinster,House,895000 ,Luxembourg-Limpertsberg,https://www.athome.lu/en/buy/house/bourglinster/id-7735293.html,https://www.athome.lu/en/buy/house/bourglinster/id-7735293.html,Plassimmo Sàrl,Immediate,140.0,,3,2012,Yes,Yes,Yes,,,,,,,E,E,2,,Yes,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,newly_added_200
7704,Flat 1 bedroom in Simmerfarm,Flat,340000 ,Mondorf-Les-Bains,https://www.athome.lu/en/buy/apartment/simmerfarm/id-7735282.html,https://www.athome.lu/en/buy/apartment/simmerfarm/id-7735282.html,Immobilière MACEDO,immédiate,30.0,Yes,1,2020,Yes,Yes,Yes,,,Yes,,,Yes,G,H,3,1,,,,,,,,1,65.03 ares,,,,Yes,,Yes,,,Yes,Yes,,,,,,,,,,,,,,,,,,newly_added_200
7705,Apartment in Luxembourg-Beggen,Apartment,620000 ,Luxembourg-Gare,https://www.athome.lu/en/buy/apartment/luxembourg/id-7012725.html,https://www.athome.lu/en/buy/apartment/luxembourg/id-7012725.html,MKA Malou KNAFF Sàrl,à l'acte,40.0,Yes,,2015,40 m²,Yes,,,18 m²,,,,,A,B,0,1,,,4 m²,Yes,,Yes,,,,,2019,1,,,,,,,,Yes,,,,,,,,,,,,,,,,,newly_added_200
7706,Apartment 2 bedrooms in Luxembourg-Gare,Apartment,1449000 ,Luxembourg-Cents,https://www.athome.lu/en/buy/apartment/luxembourg/id-7580712.html,https://www.athome.lu/en/buy/apartment/luxembourg/id-7580712.html,MKA Malou KNAFF Sàrl,à l'acte,114.0,Yes,2,2011,Yes,Yes,Yes,,,,,Yes,Yes,NC,NC,2,1,1,1,Yes,Yes,,,,1,,,2008,,,,,,,,,Yes,,,,,,,,,,,,,,,,,newly_added_200
7707,Apartment 3 bedrooms in Luxembourg-Limpertsberg,Apartment,1200000 ,Bascharage,https://www.athome.lu/en/buy/apartment/luxembourg/id-7593878.html,https://www.athome.lu/en/buy/apartment/luxembourg/id-7593878.html,MKA Malou KNAFF Sàrl,To be agreed,100.0,Yes,3,2015,Yes,Yes,Yes,,8 m²,,1,Yes,,F,F,4,,1,1,,Yes,,,,,,,1979,,,,Yes,,,,,,,,,,,,,,,,,,,,,,newly_added_200
7708,Apartment 2 bedrooms in Mondorf-Les-Bains,Apartment,1090000 ,Helmdange,https://www.athome.lu/en/buy/apartment/mondorf-les-bains/id-7633346.html,https://www.athome.lu/en/buy/apartment/mondorf-les-bains/id-7633346.html,MKA Malou KNAFF Sàrl,à l'acte,94.0,Yes,2,2020,39 m²,Yes,,,25.9 m²,,,Yes,Yes,A,B,1,1,,1,4.38 m²,Yes,,Yes,,1,,,2014,5,,,,,,,,,,,,,,,,,,,,,,,,,newly_added_200
7709,Apartment 2 bedrooms in Luxembourg-Cents,Apartment,820000 ,Kaundorf,https://www.athome.lu/en/buy/apartment/luxembourg/id-7217950.html,https://www.athome.lu/en/buy/apartment/luxembourg/id-7217950.html,MKA Malou KNAFF Sàrl,à l'acte,80.0,,2,2019,35 m²,Yes,,,Yes,,,Yes,Yes,A,A,2,1,1,,,Yes,,Yes,,1,,,2009,,,,,,,,,,,,,,,,,,,,,,,,,,newly_added_200
7710,Apartment 2 bedrooms in Bascharage,Apartment,625000 ,Tuntange,https://www.athome.lu/en/buy/apartment/bascharage/id-7735278.html,https://www.athome.lu/en/buy/apartment/bascharage/id-7735278.html,SIMPLY REAL ESTATE SARL,immédiate,73.0,Yes,2,2012,,,,,,,1,,Yes,F,F,1,1,,,7 m²,Yes,,,,,,,1994,,,280 €,Yes,,,,,,,,,,,,,,,,,,,,,,newly_added_200
7711,Apartment 2 bedrooms in Helmdange,Apartment,825000 ,Lallange,https://www.athome.lu/en/buy/apartment/helmdange/id-7735276.html,https://www.athome.lu/en/buy/apartment/helmdange/id-7735276.html,Immo Nordstrooss Sarl,immédiate,71.0,Yes,2,,Yes,Yes,Yes,,Yes,45 m²,1,,Yes,NC,NC,,,1,1,,Yes,,,,,,,1988,,,,,,,,,,,,,,,,,,,,,,,,,,newly_added_200
7712,House 4 bedrooms in Eischen,House,999000 ,Niederanven,https://www.athome.lu/en/buy/house/eischen/id-7735272.html,https://www.athome.lu/en/buy/house/eischen/id-7735272.html,Immo Nordstrooss Sarl,à convenir,215.0,,4,,Yes,Yes,Yes,,Yes,Yes,1,Yes,Yes,NC,NC,,1,1,,,Yes,,,2,4,,,1926,,,,,,,,,,,,,,,,,,,,,,,,,,newly_added_200
7713,Detached house 3 bedrooms in Kaundorf,Detached,1339000 ,Alzingen,https://www.athome.lu/en/buy/house/kaundorf/id-7735211.html,https://www.athome.lu/en/buy/house/kaundorf/id-7735211.html,Immo Nordstrooss Sarl,à convenir,180.0,,3,2012,Yes,Yes,Yes,,Yes,Yes,1,,Yes,NC,NC,,1,1,,,Yes,,,2,4,12.5 ares,,1976,,,,,Yes,,,,,,,,,,,,,,,,,,,,,newly_added_200
7714,Duplex 4 bedrooms in Tuntange,Duplex,889000 ,Ingeldorf,https://www.athome.lu/en/buy/apartment/tuntange/id-7735200.html,https://www.athome.lu/en/buy/apartment/tuntange/id-7735200.html,Immo Nordstrooss Sarl,à convenir,130.0,Yes,4,2016,Yes,Yes,Yes,,,,1,Yes,Yes,E,E,,1,1,1,,,,,,1,,,2003,,,,,Yes,,,,,,,,,,,,,,,,,,,,,newly_added_200
7715,Apartment 2 bedrooms in Lallange,Apartment,550000 ,Luxembourg-Centre ville,https://www.athome.lu/en/buy/apartment/lallange/id-7735198.html,https://www.athome.lu/en/buy/apartment/lallange/id-7735198.html,HESTIA GROUP Coldwell Banker,To be agreed,70.0,,2,2012,Yes,Yes,,,Yes,,,Yes,Yes,NC,NC,1,,,1,,Yes,,Yes,,1,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,newly_added_200
7716,House 3 bedrooms in Niederanven,House,890000 ,Mamer,https://www.athome.lu/en/buy/house/niederanven/id-7735190.html,https://www.athome.lu/en/buy/house/niederanven/id-7735190.html,Foncière sàrl,immédiate,150.0,,3,2012,,,,,Yes,Yes,1,,,NC,NC,,,,1,,Yes,,,,3,5.5 ares,,1920,,,,,,,,,,,,,,,,,,,,,,,,,,newly_added_200
7717,House 10 bedrooms in Alzingen,House,2690000 ,Mamer,https://www.athome.lu/en/buy/house/alzingen/id-7735107.html,https://www.athome.lu/en/buy/house/alzingen/id-7735107.html,REMAX Immo Specialists,Immediate,400.0,,10,2012,Yes,Yes,Yes,,Yes,,,Yes,Yes,I,I,,,1,,Yes,Yes,,,4,,9.52 ares,,1972,,,,,,,,,,,,,,,,,,,,,,,,,,newly_added_200
7718,Duplex 3 bedrooms in Ingeldorf,Duplex,780000 ,Bereldange,https://www.athome.lu/en/buy/apartment/ingeldorf/id-7735096.html,https://www.athome.lu/en/buy/apartment/ingeldorf/id-7735096.html,Immo Nordstrooss Sarl,immédiate,119.0,,3,2016,Yes,Yes,Yes,,,,1,Yes,Yes,E,G,,1,1,,Yes,,,,2,,,,1999,,,,,,,Yes,,,,,,,,,,,,,,,,,,,newly_added_200
7719,Apartment in Luxembourg-Centre ville,Apartment,510000 ,Heiderscheid,https://www.athome.lu/en/buy/apartment/luxembourg/id-7735088.html,https://www.athome.lu/en/buy/apartment/luxembourg/id-7735088.html,IMMO NAM S.A.R.L.,,40.0,Yes,,2016,Yes,,,,,,,,Yes,G,NC,,1,,,27 m²,,,,,,,,1970,2,,,,,,,,,,,,,,,,,,,,,,,,,newly_added_200
7720,Apartment 2 bedrooms in Mamer,Apartment,910000 ,Bertrange,https://www.athome.lu/en/buy/apartment/mamer/id-7735087.html,https://www.athome.lu/en/buy/apartment/mamer/id-7735087.html,CAPELLI LUX,,84.66,,2,2021,,,,,,Yes,,,,NC,NC,2,,,,,,,,,1,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,newly_added_200
7721,Apartment 3 bedrooms in Mamer,Apartment,1020000 ,Grevenmacher,https://www.athome.lu/en/buy/apartment/mamer/id-7735086.html,https://www.athome.lu/en/buy/apartment/mamer/id-7735086.html,CAPELLI LUX,,98.87,,3,2022,,,,,,Yes,,,,NC,NC,1,,,,,,,,,1,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,newly_added_200
7722,Apartment 3 bedrooms in Bereldange,Apartment,895000 ,Machtum,https://www.athome.lu/en/buy/apartment/bereldange/id-7735085.html,https://www.athome.lu/en/buy/apartment/bereldange/id-7735085.html,Immo Nordstrooss Sarl,immédiate,102.0,Yes,3,2020,Yes,Yes,Yes,,,,1,Yes,Yes,E,NC,,,1,1,Yes,Yes,,,,1,,,1990,,,,,,,,,,,,,,,,,,,,,,,,,,newly_added_200
7723,House 3 bedrooms in Heiderscheid,House,399000 ,Reichlange,https://www.athome.lu/en/buy/house/heiderscheid/id-7666062.html,https://www.athome.lu/en/buy/house/heiderscheid/id-7666062.html,IMMOSOLUTIONS,,110.0,,3,2019,,,,,Yes,Yes,1,,Yes,NC,NC,,,,1,,,,,,1,3.44 ares,,,,,,Yes,,,,Yes,,,,,,,,,,,,,,,,,,newly_added_200
7724,Apartment 1 bedroom in Bertrange,Apartment,495000 ,Mertert,https://www.athome.lu/en/buy/apartment/bertrange/id-7734987.html,https://www.athome.lu/en/buy/apartment/bertrange/id-7734987.html,BRAUN-IMMO s.a r.l.,To be agreed,50.0,Yes,1,,Yes,Yes,,,,,1,Yes,Yes,NC,F,3,,,1,7 m²,,,,,,,,1978,,,110 €,Yes,,,,,,,,,,,,,,,,,,,,,,newly_added_200
7725,Apartment 1 bedroom in Grevenmacher,Apartment,515000 ,Boulaide,https://www.athome.lu/en/buy/apartment/grevenmacher/id-7734808.html,https://www.athome.lu/en/buy/apartment/grevenmacher/id-7734808.html,LAFORET,immédiate,55.47,,1,,Yes,,,,,,1,,,F,NC,0,,1,1,,,,,,,,,2000,,,,,,,,,,,,,,,,,,,,,,,,,,newly_added_200
7726,Apartment 3 bedrooms in Machtum,Apartment,739000 ,Kayl,https://www.athome.lu/en/buy/apartment/machtum/id-7466515.html,https://www.athome.lu/en/buy/apartment/machtum/id-7466515.html,Damm Promotions,To be agreed,80.0,,3,2019,Yes,,,,,,2,Yes,Yes,NC,NC,,,,,Yes,Yes,,Yes,,,,,2022,,,,,,,,Yes,,,,,,,,,,,,,,,,,,newly_added_200
