,property,prop_type,price,location,proj_link,link,agency,Availability,Livable surface,Lift,Number of bedrooms,Renovation year,Living room,Fitted kitchen,Separate kitchen,Shower rooms,Terrace,Garden,Closed parking space,Basement,Laundry,Energy class,Thermal insulation class,Property's floor,Shower room,Restroom,Bathroom,Balcony,Gas heating,Solar panels,Open kitchen,Bathooms,Open parking space,Land,Pump heating,Year of construction,Number of rooms,Acces for mobility-impared people,Monthly charges,Pets accepted,Renovated,Fireplace,Fuel heating,Attic,Parquet,Wine cellar,Swimming pool,Convertible attic,Converted attic,Sauna,Geothermal heating,Electric heating,Social housing,Total floors,Indoor parking space(s),Rent,Security deposit,Furnished,Type of mandate,Life annuity sale,Assisted living facilities,status
5523,Duplex 3 bedrooms in Nospelt,Duplex,1210000 ,Bertrange,https://www.athome.lu/en/buy/apartment/nospelt/id-7665535.html,https://www.athome.lu/en/buy/apartment/nospelt/id-7665535.html,FISCONSULT REAL ESTATE Sàrl,,,Yes,3,,Yes,,,,63.6 m²,Yes,2,,,B,B,,,,,5.2 m²,,,,2,,,Yes,,4,,,,,,,,,,,,,,,,,,,,,,,,,newly_added_200
5524,Apartment 2 bedrooms in Bertrange,Apartment,1138519 ,Bertrange,https://www.athome.lu/en/buy/apartment/bertrange/id-7665534.html,https://www.athome.lu/en/buy/apartment/bertrange/id-7665534.html,FISCONSULT REAL ESTATE Sàrl,,,Yes,2,,Yes,,,,20.92 m²,Yes,1,Yes,Yes,NC,NC,,1,,1,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,newly_added_200
5525,Apartment 2 bedrooms in Bertrange,Apartment,999423 ,Nospelt,https://www.athome.lu/en/buy/apartment/bertrange/id-7665533.html,https://www.athome.lu/en/buy/apartment/bertrange/id-7665533.html,FISCONSULT REAL ESTATE Sàrl,,,Yes,2,,Yes,,,,26.92 m²,,1,Yes,Yes,NC,NC,,1,,1,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,newly_added_200
5526,Apartment 1 bedroom in Bertrange,Apartment,838206 ,Bertrange,https://www.athome.lu/en/buy/apartment/bertrange/id-7665532.html,https://www.athome.lu/en/buy/apartment/bertrange/id-7665532.html,FISCONSULT REAL ESTATE Sàrl,,,Yes,1,,Yes,,,,10.92 m²,,1,Yes,Yes,NC,NC,1,1,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,newly_added_200
5527,Apartment 1 bedroom in Bertrange,Apartment,798422 ,Nospelt,https://www.athome.lu/en/buy/apartment/bertrange/id-7665531.html,https://www.athome.lu/en/buy/apartment/bertrange/id-7665531.html,FISCONSULT REAL ESTATE Sàrl,,,Yes,1,,Yes,,,,10.61 m²,,1,Yes,Yes,NC,NC,,1,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,newly_added_200
5528,Flat in Bertrange,Flat,734713 ,Luxembourg-Gare,https://www.athome.lu/en/buy/apartment/bertrange/id-7665530.html,https://www.athome.lu/en/buy/apartment/bertrange/id-7665530.html,FISCONSULT REAL ESTATE Sàrl,,,Yes,,,Yes,,,,11.74 m²,,1,Yes,Yes,NC,NC,1,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,newly_added_200
5529,Apartment 1 bedroom in Nospelt,Apartment,729900 ,Differdange,https://www.athome.lu/en/buy/apartment/nospelt/id-7665529.html,https://www.athome.lu/en/buy/apartment/nospelt/id-7665529.html,FISCONSULT REAL ESTATE Sàrl,,,Yes,1,2011,Yes,,,,,,1,,,B,B,2,1,,,5.2 m²,,,,,,,Yes,,2,,,,,,,Yes,,,,,,,,,,,,,,,,,,newly_added_200
5530,Apartment 1 bedroom in Bertrange,Apartment,752892 ,Zittig,https://www.athome.lu/en/buy/apartment/bertrange/id-7665528.html,https://www.athome.lu/en/buy/apartment/bertrange/id-7665528.html,FISCONSULT REAL ESTATE Sàrl,,,Yes,1,,Yes,,,,10.61 m²,,1,Yes,Yes,NC,NC,,1,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,newly_added_200
5531,Apartment 1 bedroom in Nospelt,Apartment,669000 ,Zittig,https://www.athome.lu/en/buy/apartment/nospelt/id-7665527.html,https://www.athome.lu/en/buy/apartment/nospelt/id-7665527.html,FISCONSULT REAL ESTATE Sàrl,,,Yes,1,,Yes,,,,,,1,,,NC,B,2,1,,,5.2 m²,,,,,,,Yes,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,newly_added_200
5532,Apartment 3 bedrooms in Luxembourg-Gare,Apartment,1200000 ,Helmdange,https://www.athome.lu/en/buy/apartment/luxembourg/id-7665521.html,https://www.athome.lu/en/buy/apartment/luxembourg/id-7665521.html,FISCONSULT REAL ESTATE Sàrl,,,Yes,3,2016,Yes,Yes,,,,,,Yes,,NC,NC,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,newly_added_200
5533,House 4 bedrooms in Differdange,House,1150000 ,Hobscheid,https://www.athome.lu/en/buy/house/differdange/id-7665494.html,https://www.athome.lu/en/buy/house/differdange/id-7665494.html,Dalpa S.A.,To be agreed,169.0,,4,,Yes,Yes,Yes,,Yes,,1,,Yes,NC,NC,,1,1,1,Yes,,,,,1,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,newly_added_200
5534,Building land in Zittig,Building,665550 ,Kayl,https://www.athome.lu/en/buy/ground/zittig/id-7665144.html,https://www.athome.lu/en/buy/ground/zittig/id-7665144.html,Gaasch-Theisen Real Estate,Libre,,,,,,,,,,,,,,,,,,,,,,,,,,4.93 ares,,,,,,,,,,,,,,,,,,,,,,,,,,,,newly_added_200
5535,Building land in Zittig,Building,578560 ,Contern,https://www.athome.lu/en/buy/ground/zittig/id-7665143.html,https://www.athome.lu/en/buy/ground/zittig/id-7665143.html,Gaasch-Theisen Real Estate,Libre,,,,,,,,,,,,,,,,,,,,,,,,,,4.52 ares,,,,,,,,,,,,,,,,,,,,,,,,,,,,newly_added_200
5536,Terraced 3 bedrooms in Helmdange,Terraced,1690000 ,Dudelange,https://www.athome.lu/en/buy/house/helmdange/id-7664709.html,https://www.athome.lu/en/buy/house/helmdange/id-7664709.html,Solcolux Immobilier,To be agreed,160.0,,3,,51.7 m²,Yes,Yes,,60 m²,Yes,1,,Yes,D,D,,1,1,1,,Yes,,,,1,3.61 ares,,,,,,,Yes,,,,Yes,,,,,,,,,,,,,,,,,newly_added_200
5537,Duplex 1 bedroom in Hobscheid,Duplex,455000 ,Differdange,https://www.athome.lu/en/buy/apartment/hobscheid/id-7664367.html,https://www.athome.lu/en/buy/apartment/hobscheid/id-7664367.html,CP IMMO,,58.0,,1,,Yes,Yes,,,,,1,Yes,Yes,E,E,,1,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,newly_added_200
5538,Apartment 3 bedrooms in Kayl,Apartment,680000 ,Kayl,https://www.athome.lu/en/buy/apartment/kayl/id-7664212.html,https://www.athome.lu/en/buy/apartment/kayl/id-7664212.html,Michel Real Estate,Immediate,94.0,Yes,3,,Yes,Yes,,2,Yes,,,Yes,,B,D,1,,1,,,,,Yes,,,,,2009,6,,300 €,,,,,,,,,,,,,,,,,,,,,,,newly_added_200
5539,House 2 bedrooms in Contern,House,875000 ,Kayl,https://www.athome.lu/en/buy/house/contern/id-7664178.html,https://www.athome.lu/en/buy/house/contern/id-7664178.html,Andromeda,01/05/2023,100.0,,2,,Yes,Yes,,,,,,,,NC,H,,,,1,,Yes,,,,2,1.48 ares,,,5,,,,,,,,,,,,,,,,,,,,,,,,,newly_added_200
5540,Apartment 1 bedroom in Dudelange,Apartment,499000 ,Esch-sur-Alzette,https://www.athome.lu/en/buy/apartment/dudelange/id-7664014.html,https://www.athome.lu/en/buy/apartment/dudelange/id-7664014.html,Good Address ,,50.0,,1,,,,Yes,,,,,Yes,,NC,NC,2,1,,,Yes,,,,,1,,,1992,2,,,,,,,,,,,,,,,,,,,,,,,,,newly_added_200
5541,House 3 bedrooms in Differdange,House,790000 ,Niederkorn,https://www.athome.lu/en/buy/house/differdange/id-7663346.html,https://www.athome.lu/en/buy/house/differdange/id-7663346.html,Inhabituel Immobilier,À convenir,155.0,,3,,Yes,,Yes,,Yes,Yes,2,Yes,Yes,NC,NC,,,,,,,,,2,Yes,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,newly_added_200
5542,House 5 bedrooms in Kayl,House,1595000 ,Eischen,https://www.athome.lu/en/buy/house/kayl/id-7663113.html,https://www.athome.lu/en/buy/house/kayl/id-7663113.html,PROX IMMO,Not communicated,200.0,,5,,Yes,,,4,Yes,Yes,2,Yes,Yes,A,A,,,,,,,,Yes,,2,5 ares,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,newly_added_200
5543,House 5 bedrooms in Kayl,House,1495000 ,Differdange,https://www.athome.lu/en/buy/house/kayl/id-7662994.html,https://www.athome.lu/en/buy/house/kayl/id-7662994.html,PROX IMMO,Not communicated,210.0,,5,,Yes,,,4,Yes,Yes,2,Yes,Yes,A,A,,,,,,,,Yes,,2,5 ares,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,newly_added_200
5544,Apartment 1 bedroom in Esch-sur-Alzette,Apartment,420000 ,Rumelange,https://www.athome.lu/en/buy/apartment/esch-sur-alzette/id-7662881.html,https://www.athome.lu/en/buy/apartment/esch-sur-alzette/id-7662881.html,CL IMMOBILIERE,,53.0,,1,2016,,,,,,,,,,G,NC,1,1,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,newly_added_200
5545,House 3 bedrooms in Niederkorn,House,734000 ,Munsbach,https://www.athome.lu/en/buy/house/niederkorn/id-7662190.html,https://www.athome.lu/en/buy/house/niederkorn/id-7662190.html,RS IMMO,Immediate,140.0,,3,2016,Yes,Yes,,,Yes,Yes,,Yes,Yes,NC,NC,,,,,,,,,2,2,2 ares,,,7,,,,,,,,,,,Yes,,,,,,,,,,,,,,newly_added_200
5546,House 4 bedrooms in Eischen,House,990000 ,Luxembourg-Weimershof,https://www.athome.lu/en/buy/house/eischen/id-7661830.html,https://www.athome.lu/en/buy/house/eischen/id-7661830.html,NEWGEST S.A R.L. ,To be agreed,180.0,,4,2011,Yes,Yes,Yes,,45 m²,Yes,1,Yes,Yes,NC,NC,,,2,,Yes,Yes,,,,4,4.16 ares,,2006,,,,Yes,Yes,Yes,,Yes,Yes,,,,,,,,,,,,,,,,,newly_added_200
5547,Apartment 2 bedrooms in Differdange,Apartment,580000 ,Pétange,https://www.athome.lu/en/buy/apartment/differdange/id-7661216.html,https://www.athome.lu/en/buy/apartment/differdange/id-7661216.html,BETRA Immobilier s.à.r.l.,Immediate,67.0,,2,,Yes,Yes,,,,,2,Yes,Yes,NC,NC,,,,,Yes,Yes,,Yes,,,,,2010,,,,Yes,,,,,,,,,,,,,,,,,,,,,,newly_added_200
5548,House 4 bedrooms in Rumelange,House,799000 ,Luxembourg-Hamm,https://www.athome.lu/en/buy/house/rumelange/id-7660985.html,https://www.athome.lu/en/buy/house/rumelange/id-7660985.html,RS IMMO,Immediate,175.0,,4,,Yes,,,,Yes,Yes,,,,NC,NC,,,,,,,,,3,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,newly_added_200
5549,Building land in Munsbach,Building,2600000 ,Differdange,https://www.athome.lu/en/buy/ground/munsbach/id-7429788.html,https://www.athome.lu/en/buy/ground/munsbach/id-7429788.html,Supereal S.A.,Immediate,,,,2016,,,,,,,,,,,,,,,,,,,,,,15.7 ares,,,,,,,,,,,,,,,,,,,,,,,,,,,,newly_added_200
5550,Apartment 2 bedrooms in Luxembourg-Weimershof,Apartment,1280000 ,Schieren,https://www.athome.lu/en/buy/apartment/luxembourg/id-7660367.html,https://www.athome.lu/en/buy/apartment/luxembourg/id-7660367.html,Rockenbrod Agence Immobilière,,80.0,Yes,2,,,Yes,,,,,1,Yes,Yes,A,B,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,newly_added_200
5551,Terraced 5 bedrooms in Pétange,Terraced,717000 ,Kehlen,https://www.athome.lu/en/buy/house/petange/id-7660170.html,https://www.athome.lu/en/buy/house/petange/id-7660170.html,RDS Immo,To be agreed,120.0,,5,,,Yes,,,14.5 m²,,,Yes,Yes,NC,NC,,1,2,,,Yes,,Yes,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,newly_added_200
5552,Apartment 2 bedrooms in Luxembourg-Hamm,Apartment,1035000 ,Differdange,https://www.athome.lu/en/buy/apartment/luxembourg/id-7659754.html,https://www.athome.lu/en/buy/apartment/luxembourg/id-7659754.html,Les Voiles,To be agreed,80.0,Yes,2,,Yes,Yes,,,6.5 m²,240 m²,1,Yes,Yes,A,A,0,1,1,,,Yes,,Yes,,,,,2019,,,380 €,Yes,,,,,Yes,,,,,,,,,,,,,,,,,newly_added_200
5553,Apartment 2 bedrooms in Differdange,Apartment,629000 ,Munshausen,https://www.athome.lu/en/buy/apartment/differdange/id-7659125.html,https://www.athome.lu/en/buy/apartment/differdange/id-7659125.html,Luxprime SARL,,75.0,Yes,2,,Yes,,Yes,,Yes,,Yes,Yes,Yes,A,A,2,,Yes,,Yes,,Yes,Yes,,,,,Sur plan,,,,Yes,,,,,,,,,,,,,,,,,,,,,,newly_added_200
5554,House 4 bedrooms in Schieren,House,1469000 ,Munshausen,https://www.athome.lu/en/buy/house/schieren/id-7659122.html,https://www.athome.lu/en/buy/house/schieren/id-7659122.html,Luxprime SARL,To be agreed,220.0,,4,,Yes,,Yes,,28.39 m²,280 m²,Yes,,,A,A,,,Yes,,Yes,,Yes,Yes,,Yes,,,,,,,Yes,,,,,Yes,,,,,,,,,,,,,,,,,newly_added_200
5555,Apartment 2 bedrooms in Kehlen,Apartment,775000 ,Munshausen,https://www.athome.lu/en/buy/apartment/kehlen/id-7659087.html,https://www.athome.lu/en/buy/apartment/kehlen/id-7659087.html,Luxprime SARL,To be agreed,94.48,Yes,2,,Yes,,Yes,,Yes,,,Yes,Yes,A,A,2,,Yes,,Yes,,Yes,Yes,,Yes,,,Sur plan,,,,Yes,,,,,,,,,,,,,,,,,,,,,,newly_added_200
5556,Apartment 2 bedrooms in Differdange,Apartment,420000 ,Munshausen,https://www.athome.lu/en/buy/apartment/differdange/id-7658624.html,https://www.athome.lu/en/buy/apartment/differdange/id-7658624.html,IMMO FREITAS,Immediate,66.0,,2,2016,Yes,Yes,Yes,,,,,Yes,Yes,I,I,2,1,1,,,,,,,,,,,,,,,,,,Yes,,,,Yes,,,,,,,,,,,,,,newly_added_200
5557,House 3 bedrooms in Munshausen,House,720000 ,Munshausen,https://www.athome.lu/en/buy/house/munshausen/id-7658147.html,https://www.athome.lu/en/buy/house/munshausen/id-7658147.html,Immo Color Sàrl,16 mois après la signature de l'acte notarié,97.0,,3,,,,,,12 m²,,1,,Yes,A,B,,,1,1,Yes,,,,,,,Yes,2022,,,,,,,,,,,,,,,,,,,,,,,,,,newly_added_200
5558,Penthouse 3 bedrooms in Munshausen,Penthouse,1187600 ,Munshausen,https://www.athome.lu/en/buy/apartment/munshausen/id-7658065.html,https://www.athome.lu/en/buy/apartment/munshausen/id-7658065.html,iMMMMo  S.A.,,168.0,Yes,3,,,,,,,,2,,,A,B,2,,,,29.07 m²,,,,2,,,Yes,2022,1,,,,,,,,,,,,,,,,,,,,,,,,,newly_added_200
5559,Apartment 2 bedrooms in Munshausen,Apartment,694455 ,Bertrange,https://www.athome.lu/en/buy/apartment/munshausen/id-7658054.html,https://www.athome.lu/en/buy/apartment/munshausen/id-7658054.html,iMMMMo  S.A.,,99.89,Yes,2,,,,,,,,,,,A,B,1,,,1,16.09 m²,,,,,,,Yes,2022,1,,,,,,,,,,,,,,,,,,,,,,,,,newly_added_200
5560,Apartment 1 bedroom in Munshausen,Apartment,454074 ,Luxembourg-Bonnevoie,https://www.athome.lu/en/buy/apartment/munshausen/id-7658053.html,https://www.athome.lu/en/buy/apartment/munshausen/id-7658053.html,iMMMMo  S.A.,,64.49,Yes,1,,,,,,12.58 m²,,,,,A,B,1,1,,,,,,,,,,Yes,2022,1,,,,,,,,,,,,,,,,,,,,,,,,,newly_added_200
5561,Apartment 2 bedrooms in Munshausen,Apartment,746183 ,Dudelange,https://www.athome.lu/en/buy/apartment/munshausen/id-7657964.html,https://www.athome.lu/en/buy/apartment/munshausen/id-7657964.html,iMMMMo  S.A.,,100.22,Yes,2,,,,,,23.42 m²,70 m²,,,,A,B,,,,1,,,,,,,,Yes,2022,1,,,,,,,,,,,,,,,,,,,,,,,,,newly_added_200
5562,Apartment 1 bedroom in Munshausen,Apartment,501335 ,Soleuvre,https://www.athome.lu/en/buy/apartment/munshausen/id-7657956.html,https://www.athome.lu/en/buy/apartment/munshausen/id-7657956.html,iMMMMo  S.A.,,64.49,Yes,1,,,,,,18.17 m²,50 m²,,,,A,B,,1,,,,,,,,,,Yes,2022,1,,,,,,,,,,,,,,,,,,,,,,,,,newly_added_200
5563,Penthouse 3 bedrooms in Bertrange,Penthouse,1886000 ,Niederkorn,https://www.athome.lu/en/buy/apartment/bertrange/id-7657868.html,https://www.athome.lu/en/buy/apartment/bertrange/id-7657868.html,AZ,To be agreed,157.0,Yes,3,,,Yes,,,57 m²,,2,Yes,Yes,A,A,3,1,1,1,,,,Yes,,,,,2020,,,,,,,,,,,,,,,,,,,,,,,,,,newly_added_200
5564,Apartment 2 bedrooms in Luxembourg-Bonnevoie,Apartment,795000 ,Dudelange,https://www.athome.lu/en/buy/apartment/luxembourg/id-7657756.html,https://www.athome.lu/en/buy/apartment/luxembourg/id-7657756.html,PROX IMMO,To be agreed,80.0,,2,,Yes,Yes,Yes,,,,,Yes,Yes,H,H,,1,1,,Yes,,,,,,,,1965,,,,,,,Yes,,,,,,,,,,,,,,,,,,,newly_added_200
5565,Apartment 3 bedrooms in Dudelange,Apartment,649000 ,Luxembourg-Belair,https://www.athome.lu/en/buy/apartment/dudelange/id-7657696.html,https://www.athome.lu/en/buy/apartment/dudelange/id-7657696.html,IMMOPROMOT Sarl,Immediate,115.0,,3,,Yes,,,,Yes,Yes,,,,NC,NC,1,,,1,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,newly_added_200
5566,Apartment 2 bedrooms in Soleuvre,Apartment,599000 ,Bertrange,https://www.athome.lu/en/buy/apartment/soleuvre/id-7556832.html,https://www.athome.lu/en/buy/apartment/soleuvre/id-7556832.html,PROGIMMO,immédiate,80.4,,2,2016,Yes,,,,,,1,,,NC,NC,0,1,1,,,Yes,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,newly_added_200
5567,Apartment 3 bedrooms in Niederkorn,Apartment,499000 ,Luxembourg-Limpertsberg,https://www.athome.lu/en/buy/apartment/niederkorn/id-7656699.html,https://www.athome.lu/en/buy/apartment/niederkorn/id-7656699.html,RS IMMO,Immediate,65.0,,3,2016,Yes,,,,,,1,,,NC,NC,2,1,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,newly_added_200
5568,Apartment 3 bedrooms in Dudelange,Apartment,649000 ,Kockelscheuer,https://www.athome.lu/en/buy/apartment/dudelange/id-7656690.html,https://www.athome.lu/en/buy/apartment/dudelange/id-7656690.html,RS IMMO,Immediate,114.0,,3,,Yes,,,2,45 m²,,,Yes,,NC,NC,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,newly_added_200
5569,Apartment 4 bedrooms in Luxembourg-Belair,Apartment,2425000 ,Luxembourg-Centre ville,https://www.athome.lu/en/buy/apartment/luxembourg/id-6476042.html,https://www.athome.lu/en/buy/apartment/luxembourg/id-6476042.html,Rockenbrod Agence Immobilière,,184.0,Yes,4,2006,,Yes,,2,,,3,Yes,Yes,B,C,,,,1,,Yes,,,,,,,2009,,,,,,,,,,,,,,,,,,,,,,,,,,newly_added_200
5570,Duplex 1 bedroom in Bertrange,Duplex,595000 ,Luxembourg-Belair,https://www.athome.lu/en/buy/apartment/bertrange/id-7575530.html,https://www.athome.lu/en/buy/apartment/bertrange/id-7575530.html,Rockenbrod Agence Immobilière,,60.0,Yes,1,2006,,Yes,,,,,,,Yes,F,F,,1,,,,Yes,,,,,,,1997,,,,,,,,,,,,,,,,,,,,,,,,,,newly_added_200
5571,Semi-detached house 7 bedrooms in Luxembourg-Limpertsberg,Semi-detached,3950000 ,Esch-sur-Alzette,https://www.athome.lu/en/buy/house/luxembourg/id-7618944.html,https://www.athome.lu/en/buy/house/luxembourg/id-7618944.html,Rockenbrod Agence Immobilière,,396.0,,7,2006,,Yes,,,,Yes,2,Yes,,F,F,,1,2,,,Yes,,,2,,5.3 ares,,1989,,,,,,,,,,,,,,,,,,,,,,,,,,newly_added_200
5572,Semi-detached house 5 bedrooms in Kockelscheuer,Semi-detached,1750000 ,Luxembourg-Belair,https://www.athome.lu/en/buy/house/kockelscheuer/id-7619106.html,https://www.athome.lu/en/buy/house/kockelscheuer/id-7619106.html,Rockenbrod Agence Immobilière,,180.0,,5,,,Yes,,,,Yes,2,Yes,Yes,NC,NC,,,1,,,,,,2,,10 ares,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,newly_added_200
5573,Apartment 1 bedroom in Luxembourg-Centre ville,Apartment,740000 ,Luxembourg-Belair,https://www.athome.lu/en/buy/apartment/luxembourg/id-7613651.html,https://www.athome.lu/en/buy/apartment/luxembourg/id-7613651.html,Rockenbrod Agence Immobilière,,53.0,Yes,1,2006,,Yes,,,,,,Yes,,NC,NC,,1,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,newly_added_200
5574,Penthouse 2 bedrooms in Luxembourg-Belair,Penthouse,1690000 ,Bascharage,https://www.athome.lu/en/buy/apartment/luxembourg/id-7604862.html,https://www.athome.lu/en/buy/apartment/luxembourg/id-7604862.html,Rockenbrod Agence Immobilière,,160.0,Yes,2,,,Yes,,,,,1,Yes,Yes,NC,NC,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,newly_added_200
5575,Terraced 5 bedrooms in Esch-sur-Alzette,Terraced,950000 ,Niederanven,https://www.athome.lu/en/buy/house/esch-sur-alzette/id-7632530.html,https://www.athome.lu/en/buy/house/esch-sur-alzette/id-7632530.html,Rockenbrod Agence Immobilière,,215.0,,5,,,Yes,,,,Yes,1,Yes,Yes,NC,NC,,1,1,1,,,,,,,4 ares,,,,,,,,,,,,,,,,,,,,,,,,,,,,newly_added_200
5576,Flat in Luxembourg-Belair,Flat,525000 ,Differdange,https://www.athome.lu/en/buy/apartment/luxembourg/id-7630826.html,https://www.athome.lu/en/buy/apartment/luxembourg/id-7630826.html,Rockenbrod Agence Immobilière,,34.0,Yes,,,,Yes,,,,,,Yes,,G,G,,,,1,,Yes,,,,,,,1977,,,,,,,,,,,,,,,,,,,,,,,,,,newly_added_200
5577,Apartment 3 bedrooms in Bascharage,Apartment,1148000 ,Strassen,https://www.athome.lu/en/buy/apartment/bascharage/id-7655775.html,https://www.athome.lu/en/buy/apartment/bascharage/id-7655775.html,BETRA Immobilier s.à.r.l.,,140.0,Yes,3,,Yes,Yes,,,Yes,,,,Yes,NC,NC,,,Yes,,,Yes,,Yes,,,,,2022,,,,Yes,,,,,Yes,,,,,,,,,,,,,,,,,newly_added_200
5579,House 8 bedrooms in Differdange,House,1490000 ,Eischen,https://www.athome.lu/en/buy/house/differdange/id-7655414.html,https://www.athome.lu/en/buy/house/differdange/id-7655414.html,Sirus,à convenir,228.0,,8,,Yes,Yes,Yes,,,,1,,,NC,NC,,1,,1,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,newly_added_200
5580,House 3 bedrooms in Eschdorf,House,865240 ,Wasserbillig,https://www.athome.lu/en/buy/house/eschdorf/id-7655195.html,https://www.athome.lu/en/buy/house/eschdorf/id-7655195.html,BETRA Immobilier s.à.r.l.,,140.0,,3,2006,Yes,,,,Yes,Yes,2,,,A,B,,,,,,Yes,,Yes,,,,,Sur plan,,,,Yes,,,,Yes,Yes,,,Yes,,,,,,,,,,,,,,newly_added_200
5581,House 3 bedrooms in Strassen,House,1890000 ,Roodt-Sur-Syre,https://www.athome.lu/en/buy/house/strassen/id-7654447.html,https://www.athome.lu/en/buy/house/strassen/id-7654447.html,Sirus,immédiate,170.0,,3,,Yes,Yes,Yes,,,Yes,1,Yes,,F,E,3,1,1,1,,Yes,,,,,4.8 ares,,1985,,,,,,,,,,,,,,,,,,,,,,,,,,newly_added_200
5582,Apartment 3 bedrooms in Luxembourg-Belair,Apartment,2570000 ,Kayl,https://www.athome.lu/en/buy/apartment/luxembourg/id-7653998.html,https://www.athome.lu/en/buy/apartment/luxembourg/id-7653998.html,Dalpa S.A.,To be agreed,186.0,Yes,3,,,,,,,,1,,,F,F,1,,1,,10 m²,,,,2,,,,1998,,,,,,,,,,,,,,,,,,,,,,,,,,newly_added_200
5583,House 4 bedrooms in Eischen,House,915000 ,Kayl,https://www.athome.lu/en/buy/house/eischen/id-7653864.html,https://www.athome.lu/en/buy/house/eischen/id-7653864.html,Thor Immo Invest Sarl,immédiate,150.0,,4,,,,,,Yes,Yes,,,Yes,H,I,2,,,1,,Yes,,,,6,6 ares,,,,,,Yes,,,,Yes,,,,,,,,,,,,,,,,,,newly_added_200
5584,Semi-detached house 5 bedrooms in Wasserbillig,Semi-detached,1290000 ,Rollingen,https://www.athome.lu/en/buy/house/wasserbillig/id-7653543.html,https://www.athome.lu/en/buy/house/wasserbillig/id-7653543.html,Immobilière Rosy LANNERS,Immediate,220.0,,5,,Yes,Yes,Yes,,21 m²,Yes,2,Yes,Yes,C,C,,1,1,1,,,Yes,,,,3 ares,Yes,2010,10,,,,,Yes,,Yes,Yes,,,,,,,,,,,,,,,,,newly_added_200
5585,House 4 bedrooms in Roodt-Sur-Syre,House,1298000 ,Dudelange,https://www.athome.lu/en/buy/house/roodt-sur-syre/id-7653413.html,https://www.athome.lu/en/buy/house/roodt-sur-syre/id-7653413.html,TAVARES Carla,À convenir,173.5,,4,,,,,,15 m²,,1,,Yes,C,NC,,,,1,,Yes,,,,Yes,,,2006,,,,,,,,Yes,,,,,,,,,,,,,,,,,,newly_added_200
5586,Duplex 3 bedrooms in Kayl,Duplex,1150000 ,Dudelange,https://www.athome.lu/en/buy/apartment/kayl/id-7652271.html,https://www.athome.lu/en/buy/apartment/kayl/id-7652271.html,TAVARES Carla,,119.5,Yes,3,,,,,,24.9 m²,,1,Yes,,NC,NC,,,,,5.6 m²,,,,2,Yes,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,newly_added_200
5587,Duplex 2 bedrooms in Kayl,Duplex,850000 ,Belvaux,https://www.athome.lu/en/buy/apartment/kayl/id-7652211.html,https://www.athome.lu/en/buy/apartment/kayl/id-7652211.html,TAVARES Carla,,70.0,Yes,2,,,,,,15 m²,,1,Yes,,NC,NC,,,,1,,,,,,Yes,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,newly_added_200
5588,Semi-detached house 4 bedrooms in Rollingen,Semi-detached,999000 ,Leudelange,https://www.athome.lu/en/buy/house/rollingen/id-7652138.html,https://www.athome.lu/en/buy/house/rollingen/id-7652138.html,IMMOPROMOT Sarl,Immediate,160.0,,4,2011,35 m²,,,2,60 m²,,,Yes,Yes,NC,NC,,,1,,,,,,,2,5 ares,,,,,,,,,Yes,Yes,,Yes,,,,,,,,,,,,,,,,newly_added_200
5589,House 2 bedrooms in Dudelange,House,815000 ,Dalheim,https://www.athome.lu/en/buy/house/dudelange/id-7652061.html,https://www.athome.lu/en/buy/house/dudelange/id-7652061.html,TAVARES Carla,À convenir,130.0,,2,,Yes,,,2,,Yes,1,Yes,Yes,G,NC,,,,1,,Yes,,,,Yes,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,newly_added_200
